epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
239,10881.9,0.45662,1.11165,0.08907,0.44569,0.86473,0.91329,0.91195,0.96636,0.95102,0.90205,0.89918,0.94755,0.78157,0.21408,0.83031,0.0427,0.40754,0.7645,0.00289183,0.00289183,0.00289183
240,10931,0.45026,1.15513,0.09291,0.44555,0.8669,0.90966,0.91793,0.96538,0.94988,0.89417,0.90208,0.94396,0.78216,0.21491,0.82642,0.04216,0.40726,0.76452,0.00288822,0.00288822,0.00288822
241,10976.6,0.44119,1.13954,0.08675,0.42755,0.86099,0.91411,0.91635,0.96411,0.94919,0.89942,0.90175,0.94561,0.78181,0.21532,0.81829,0.04219,0.40862,0.76426,0.00288462,0.00288462,0.00288462
242,11022.7,0.441,1.0965,0.08994,0.42836,0.8599,0.91411,0.92101,0.96341,0.94902,0.90295,0.89853,0.94147,0.78041,0.21471,0.82516,0.04229,0.40238,0.7643,0.00288101,0.00288101,0.00288101
243,11068.7,0.45727,1.12033,0.08919,0.44436,0.87013,0.91785,0.91709,0.96239,0.94758,0.89934,0.90175,0.94168,0.77895,0.21429,0.82216,0.0419,0.40597,0.76433,0.0028774,0.0028774,0.0028774
244,11114.6,0.45013,1.10617,0.08803,0.4375,0.86735,0.91261,0.92131,0.96145,0.94753,0.90338,0.89763,0.94079,0.77888,0.21435,0.81688,0.04108,0.40495,0.76495,0.0028738,0.0028738,0.0028738
245,11160,0.44008,1.10235,0.08622,0.43038,0.86439,0.91018,0.91605,0.96122,0.94582,0.90446,0.89146,0.9411,0.77581,0.2131,0.81922,0.04126,0.40898,0.76495,0.00287019,0.00287019,0.00287019
246,11206,0.45053,1.0636,0.08555,0.42956,0.86694,0.89527,0.93104,0.96095,0.94489,0.88068,0.90955,0.93658,0.7745,0.21433,0.82798,0.04126,0.40891,0.76535,0.00286658,0.00286658,0.00286658
247,11252.1,0.44739,1.11119,0.08779,0.4315,0.86474,0.89331,0.93161,0.96188,0.94674,0.87258,0.90873,0.93298,0.77521,0.21308,0.82854,0.04128,0.41067,0.76574,0.00286298,0.00286298,0.00286298
248,11298.2,0.44081,1.07113,0.08666,0.43102,0.86116,0.89856,0.91935,0.9598,0.94428,0.89579,0.88838,0.93555,0.7773,0.21328,0.82321,0.04147,0.41869,0.7659,0.00285937,0.00285937,0.00285937
249,11344.7,0.45782,1.15234,0.08762,0.45466,0.86809,0.90448,0.91499,0.95968,0.94421,0.90176,0.88408,0.93761,0.77789,0.21328,0.81993,0.04163,0.41643,0.76577,0.00285576,0.00285576,0.00285576
250,11390.6,0.44052,1.11988,0.09192,0.44036,0.86529,0.89619,0.92646,0.96057,0.9458,0.87993,0.90982,0.93878,0.77988,0.21052,0.81545,0.04147,0.41494,0.76514,0.00285215,0.00285215,0.00285215
251,11436.7,0.4354,1.10751,0.08653,0.43338,0.86189,0.89876,0.92887,0.96057,0.94573,0.88924,0.90806,0.94024,0.78332,0.21148,0.81355,0.0414,0.40765,0.76495,0.00284855,0.00284855,0.00284855
252,11482.3,0.44631,1.12212,0.08951,0.42831,0.86692,0.89844,0.93442,0.96095,0.94595,0.88317,0.91329,0.93774,0.78443,0.21388,0.81535,0.04152,0.40458,0.76559,0.00284494,0.00284494,0.00284494
253,11528.6,0.43736,1.12728,0.08977,0.42266,0.86389,0.89872,0.93652,0.96101,0.94622,0.88548,0.91963,0.93935,0.78203,0.21265,0.81957,0.04132,0.40724,0.76565,0.00284133,0.00284133,0.00284133
254,11574.5,0.44158,1.09661,0.08788,0.43325,0.86377,0.90055,0.93618,0.96158,0.94741,0.88916,0.91744,0.93914,0.78065,0.21266,0.8199,0.04082,0.40282,0.76506,0.00283773,0.00283773,0.00283773
255,11620.5,0.43004,1.10203,0.08643,0.41862,0.86142,0.9009,0.93572,0.96108,0.94726,0.88521,0.91628,0.93894,0.77972,0.21212,0.81873,0.04032,0.4057,0.76545,0.00283412,0.00283412,0.00283412
256,11666.5,0.43685,1.08323,0.08624,0.4237,0.85777,0.89751,0.93614,0.96036,0.94699,0.88274,0.92014,0.93918,0.77761,0.21255,0.82033,0.04031,0.40789,0.76566,0.00283051,0.00283051,0.00283051
257,11712.5,0.43102,1.06212,0.08817,0.42052,0.85942,0.91089,0.91898,0.96141,0.9483,0.88707,0.91818,0.94031,0.77921,0.21164,0.81399,0.04028,0.40605,0.76544,0.00282691,0.00282691,0.00282691
258,11758.8,0.43131,1.07948,0.08401,0.41313,0.86156,0.90377,0.926,0.96166,0.94802,0.89008,0.91028,0.94029,0.77961,0.21154,0.81091,0.04086,0.40533,0.76568,0.0028233,0.0028233,0.0028233
259,11804.6,0.43582,1.07699,0.08681,0.41953,0.86127,0.90375,0.92307,0.96175,0.94803,0.89751,0.90632,0.94383,0.77976,0.21032,0.8071,0.04099,0.4083,0.76534,0.00281969,0.00281969,0.00281969
260,11850.4,0.43749,1.07138,0.08553,0.41906,0.86031,0.90474,0.92413,0.96357,0.94953,0.89165,0.91703,0.94469,0.78174,0.21185,0.80781,0.04067,0.41238,0.76539,0.00281609,0.00281609,0.00281609
261,11896.7,0.43761,1.08837,0.08617,0.42412,0.8592,0.89338,0.93239,0.96468,0.95009,0.90562,0.89435,0.94304,0.78043,0.21014,0.80649,0.0411,0.41183,0.76484,0.00281248,0.00281248,0.00281248
262,11942.6,0.43809,1.06478,0.0868,0.42879,0.86383,0.91242,0.91185,0.96383,0.9492,0.90271,0.89146,0.93925,0.77954,0.20974,0.80074,0.04086,0.41173,0.76485,0.00280887,0.00280887,0.00280887
263,11988.6,0.44051,1.08821,0.08599,0.42682,0.86369,0.90411,0.92391,0.96197,0.94724,0.89092,0.91032,0.94223,0.78141,0.20989,0.79609,0.04141,0.40986,0.76479,0.00280526,0.00280526,0.00280526
264,12034.5,0.44266,1.09591,0.08785,0.42767,0.86782,0.90767,0.91896,0.96426,0.95037,0.89513,0.89998,0.94125,0.78229,0.20996,0.79468,0.04138,0.41166,0.7646,0.00280166,0.00280166,0.00280166
265,12080.9,0.4206,1.04875,0.08216,0.40169,0.85396,0.89671,0.93063,0.96437,0.95128,0.88063,0.91409,0.93835,0.78221,0.21018,0.79498,0.04123,0.41385,0.76461,0.00279805,0.00279805,0.00279805
266,12126.7,0.43246,1.06313,0.08583,0.43099,0.8657,0.92286,0.91004,0.9661,0.95203,0.90826,0.89449,0.94158,0.78249,0.20986,0.79476,0.04051,0.40742,0.76427,0.00279444,0.00279444,0.00279444
267,12173.4,0.43621,1.11027,0.08992,0.4269,0.86017,0.91045,0.92147,0.96706,0.9535,0.89605,0.90245,0.94291,0.78407,0.20838,0.79833,0.04128,0.40659,0.76423,0.00279084,0.00279084,0.00279084
268,12219.4,0.43168,1.07511,0.08461,0.42076,0.86559,0.91148,0.91878,0.96678,0.95396,0.89943,0.89638,0.94266,0.78426,0.20719,0.79693,0.04074,0.41205,0.76446,0.00278723,0.00278723,0.00278723
269,12265.4,0.43951,1.03461,0.08272,0.41737,0.8649,0.9031,0.92558,0.96574,0.95283,0.891,0.905,0.94258,0.78513,0.20629,0.79448,0.04058,0.41249,0.76422,0.00278362,0.00278362,0.00278362
270,12311.9,0.42824,1.06851,0.08537,0.41626,0.8644,0.90571,0.9217,0.96617,0.95289,0.89874,0.89465,0.94321,0.78597,0.20678,0.79314,0.04041,0.4088,0.76404,0.00278002,0.00278002,0.00278002
271,12358.1,0.43834,1.06446,0.08322,0.41808,0.86395,0.89834,0.92754,0.96604,0.95249,0.90221,0.89614,0.94533,0.78697,0.20767,0.79346,0.04102,0.41068,0.76408,0.00277641,0.00277641,0.00277641
272,12404.3,0.42197,1.02501,0.07999,0.40539,0.85162,0.90141,0.93115,0.9653,0.9521,0.90983,0.89292,0.94444,0.78678,0.20777,0.79405,0.04159,0.41415,0.76461,0.0027728,0.0027728,0.0027728
273,12449.8,0.43222,1.05738,0.08293,0.40954,0.85784,0.89915,0.93419,0.96456,0.95005,0.90902,0.89337,0.94217,0.78471,0.20698,0.79072,0.04133,0.41587,0.76447,0.0027692,0.0027692,0.0027692
274,12495.5,0.42914,1.04949,0.08224,0.407,0.86026,0.90575,0.92573,0.96416,0.95008,0.91203,0.88678,0.94062,0.78387,0.20683,0.79115,0.04107,0.41608,0.76439,0.00276559,0.00276559,0.00276559
275,12541.1,0.42864,1.07606,0.08518,0.41123,0.85992,0.904,0.92452,0.96302,0.94904,0.89054,0.90925,0.94196,0.78324,0.20642,0.79761,0.04105,0.41844,0.76434,0.00276198,0.00276198,0.00276198
276,12586.8,0.42707,1.03955,0.08407,0.41649,0.86323,0.90275,0.92634,0.96233,0.94957,0.88725,0.90937,0.94045,0.78201,0.20536,0.80013,0.04038,0.42002,0.76411,0.00275837,0.00275837,0.00275837
277,12633.2,0.43842,1.06003,0.08335,0.41296,0.86419,0.90432,0.92706,0.96183,0.94995,0.90127,0.89882,0.93861,0.78186,0.20298,0.79829,0.03987,0.42085,0.76378,0.00275477,0.00275477,0.00275477
278,12678.9,0.42526,1.03255,0.08168,0.40297,0.86058,0.90511,0.92173,0.96127,0.94844,0.89195,0.90316,0.93802,0.78343,0.20237,0.79619,0.03933,0.42174,0.7638,0.00275116,0.00275116,0.00275116
279,12724.5,0.42228,1.01419,0.07977,0.40423,0.86196,0.90955,0.91624,0.96063,0.948,0.89514,0.90071,0.93473,0.78138,0.20167,0.79317,0.03863,0.42551,0.76361,0.00274755,0.00274755,0.00274755
280,12770.5,0.42924,1.02821,0.08194,0.4159,0.86161,0.90683,0.92087,0.9621,0.94979,0.89556,0.90106,0.93682,0.78283,0.20184,0.78781,0.03829,0.41992,0.76345,0.00274395,0.00274395,0.00274395
281,12815.6,0.42388,1.02005,0.08402,0.40698,0.85619,0.9016,0.92704,0.96234,0.95076,0.88499,0.91011,0.93778,0.78405,0.20178,0.78687,0.03862,0.41859,0.76318,0.00274034,0.00274034,0.00274034
282,12861,0.42464,1.01119,0.08078,0.40757,0.85782,0.90459,0.92529,0.96183,0.95008,0.88939,0.90433,0.93553,0.77991,0.20125,0.78802,0.03881,0.41988,0.76313,0.00273673,0.00273673,0.00273673
283,12907.2,0.4256,1.0335,0.08347,0.41121,0.8632,0.91323,0.91695,0.96117,0.94988,0.90015,0.89731,0.93708,0.78155,0.20086,0.78674,0.03886,0.41914,0.76315,0.00273313,0.00273313,0.00273313
284,12952.5,0.42621,1.05398,0.08312,0.4077,0.8618,0.91188,0.91747,0.96124,0.94933,0.89807,0.89941,0.93887,0.78266,0.20095,0.785,0.03901,0.41859,0.76316,0.00272952,0.00272952,0.00272952
285,12998.3,0.41848,1.0344,0.08133,0.40394,0.8583,0.89182,0.9337,0.96085,0.94899,0.9053,0.88995,0.93965,0.78411,0.20022,0.78438,0.03884,0.41742,0.76301,0.00272591,0.00272591,0.00272591
286,13044.2,0.42588,1.03202,0.08292,0.40094,0.85872,0.8933,0.93375,0.95992,0.94703,0.88689,0.91149,0.93888,0.78328,0.20077,0.78393,0.03913,0.41898,0.76292,0.00272231,0.00272231,0.00272231
287,13089.6,0.42268,1.01462,0.08194,0.40457,0.86301,0.89944,0.92769,0.9606,0.94833,0.89776,0.90245,0.9411,0.78407,0.20123,0.78253,0.03899,0.41565,0.76309,0.0027187,0.0027187,0.0027187
288,13135.8,0.41876,0.98638,0.07949,0.39659,0.85743,0.90308,0.92266,0.96018,0.9479,0.89765,0.9014,0.93902,0.78258,0.20164,0.78226,0.03907,0.41786,0.76336,0.00271509,0.00271509,0.00271509
289,13181.2,0.42544,1.02191,0.08397,0.40473,0.86572,0.90682,0.92186,0.95935,0.94657,0.89777,0.90445,0.93852,0.78387,0.20133,0.77989,0.03918,0.41721,0.76326,0.00271148,0.00271148,0.00271148
290,13227,0.42355,1.01903,0.08146,0.40417,0.86184,0.90969,0.92225,0.95955,0.94653,0.89499,0.90749,0.93875,0.78416,0.2013,0.77846,0.03902,0.41668,0.76339,0.00270788,0.00270788,0.00270788
291,13272.4,0.42271,1.01526,0.08199,0.40775,0.85978,0.90647,0.92238,0.95949,0.9457,0.89709,0.90354,0.93939,0.78407,0.20159,0.77855,0.03893,0.41694,0.76351,0.00270427,0.00270427,0.00270427
292,13317.8,0.41988,1.03454,0.08243,0.40451,0.86094,0.8977,0.93326,0.96035,0.94718,0.91491,0.88619,0.93767,0.78431,0.20136,0.77975,0.03895,0.41552,0.76366,0.00270066,0.00270066,0.00270066
293,13363.9,0.4201,1.0145,0.08045,0.40366,0.85928,0.89724,0.93212,0.96063,0.94739,0.9176,0.889,0.94027,0.7825,0.20149,0.77977,0.03904,0.41322,0.76364,0.00269706,0.00269706,0.00269706
294,13409.6,0.42941,1.03917,0.08487,0.40858,0.8635,0.8982,0.93254,0.96135,0.94785,0.91096,0.89216,0.94085,0.78385,0.2011,0.7765,0.03886,0.41205,0.76353,0.00269345,0.00269345,0.00269345
295,13455.2,0.42279,1.01671,0.07993,0.40351,0.85526,0.90331,0.9243,0.96185,0.94882,0.9127,0.89004,0.94088,0.78329,0.20087,0.7752,0.03911,0.40979,0.76333,0.00268984,0.00268984,0.00268984
296,13500.8,0.42342,1.00786,0.08196,0.40561,0.86079,0.90828,0.92197,0.96242,0.94997,0.90475,0.89106,0.94238,0.78458,0.20056,0.7754,0.03912,0.41165,0.76331,0.00268624,0.00268624,0.00268624
297,13546,0.41354,0.9983,0.08226,0.39787,0.85649,0.8912,0.93867,0.96309,0.95011,0.91022,0.8909,0.94298,0.78607,0.20125,0.77332,0.03883,0.41276,0.76304,0.00268263,0.00268263,0.00268263
298,13591.7,0.42026,0.99854,0.07956,0.39539,0.85829,0.89726,0.93513,0.96355,0.95085,0.91851,0.88351,0.94298,0.78683,0.20128,0.77191,0.03872,0.41384,0.76304,0.00267902,0.00267902,0.00267902
299,13637.2,0.42178,0.99399,0.07944,0.39786,0.85806,0.90364,0.92684,0.96329,0.95046,0.88804,0.90982,0.94207,0.78725,0.20169,0.77683,0.03844,0.41306,0.76299,0.00267542,0.00267542,0.00267542
300,13682.5,0.42276,1.01085,0.08006,0.39964,0.86017,0.90035,0.92916,0.96326,0.95016,0.91699,0.87894,0.94068,0.78747,0.20195,0.77778,0.03812,0.4092,0.76285,0.00267181,0.00267181,0.00267181
301,13728.8,0.42856,0.98603,0.08014,0.39461,0.85998,0.90603,0.92499,0.9636,0.95059,0.88937,0.90729,0.94284,0.7883,0.202,0.7778,0.03822,0.40803,0.76271,0.0026682,0.0026682,0.0026682
302,13774.6,0.41501,0.98164,0.08431,0.39038,0.85731,0.90596,0.92108,0.96266,0.94968,0.89111,0.90515,0.94174,0.78576,0.20155,0.77719,0.03828,0.41142,0.76254,0.00266459,0.00266459,0.00266459
303,13820.1,0.41536,0.95784,0.07661,0.38965,0.85524,0.91134,0.91837,0.96277,0.9502,0.89666,0.9034,0.9436,0.78682,0.20116,0.77609,0.03774,0.41102,0.76251,0.00266099,0.00266099,0.00266099
304,13866.1,0.41768,1.00968,0.07843,0.40072,0.85786,0.90993,0.91822,0.9612,0.94858,0.89318,0.90146,0.9394,0.78587,0.20116,0.7757,0.03768,0.41364,0.7626,0.00265738,0.00265738,0.00265738
305,13912,0.42029,1.00738,0.0786,0.40079,0.8616,0.90974,0.91909,0.96037,0.94722,0.89304,0.90223,0.93927,0.78591,0.20065,0.7747,0.03747,0.41638,0.76244,0.00265377,0.00265377,0.00265377
306,13958.3,0.41498,0.9946,0.08193,0.39451,0.85648,0.90944,0.92003,0.96054,0.94714,0.89734,0.90316,0.94186,0.78863,0.20018,0.77103,0.03726,0.41665,0.76227,0.00265017,0.00265017,0.00265017
307,14003.8,0.41618,0.97348,0.08013,0.39263,0.85527,0.90792,0.92176,0.96033,0.94723,0.89752,0.90012,0.93981,0.78792,0.20016,0.76735,0.03743,0.41808,0.76218,0.00264656,0.00264656,0.00264656
308,14049.7,0.40949,0.98698,0.07864,0.38709,0.85623,0.90809,0.92195,0.96038,0.94771,0.89281,0.90597,0.93842,0.78622,0.19989,0.76941,0.03773,0.41583,0.76207,0.00264295,0.00264295,0.00264295
309,14095.4,0.41215,0.97766,0.07915,0.38977,0.85534,0.90494,0.92492,0.96041,0.94755,0.89021,0.90879,0.93818,0.78742,0.19969,0.76773,0.03777,0.41599,0.76191,0.00263935,0.00263935,0.00263935
310,14141,0.417,0.98884,0.08118,0.39872,0.86007,0.9086,0.92061,0.96007,0.94761,0.89081,0.90848,0.93859,0.78749,0.19902,0.76522,0.0379,0.4163,0.76183,0.00263574,0.00263574,0.00263574
311,14186.6,0.41339,0.9739,0.0777,0.38739,0.86,0.90373,0.92717,0.96024,0.94778,0.88839,0.91158,0.93899,0.7882,0.19894,0.76562,0.03786,0.41709,0.76198,0.00263213,0.00263213,0.00263213
312,14231.3,0.41205,1.00199,0.07867,0.39035,0.85613,0.90898,0.92158,0.95981,0.94725,0.89273,0.90452,0.93703,0.78944,0.19808,0.76566,0.03813,0.41827,0.76177,0.00262853,0.00262853,0.00262853
313,14276.3,0.41023,0.98833,0.07831,0.38714,0.8588,0.90799,0.92134,0.95926,0.9466,0.89344,0.90278,0.93688,0.79052,0.19787,0.76508,0.03809,0.4186,0.76166,0.00262492,0.00262492,0.00262492
314,14319.7,0.41316,0.99051,0.08067,0.39292,0.85845,0.89615,0.93314,0.9592,0.94665,0.87931,0.91562,0.93762,0.79025,0.19762,0.76409,0.03803,0.41869,0.76153,0.00262131,0.00262131,0.00262131
315,14363.2,0.41538,0.99008,0.07881,0.38341,0.85866,0.89885,0.93197,0.959,0.94645,0.88307,0.9144,0.93743,0.79005,0.19736,0.76187,0.03793,0.41989,0.76159,0.00261771,0.00261771,0.00261771
316,14406.6,0.40876,0.98984,0.07855,0.3786,0.85461,0.90235,0.93197,0.95848,0.94584,0.88771,0.91451,0.93735,0.78872,0.1969,0.76018,0.03778,0.42149,0.76156,0.0026141,0.0026141,0.0026141
317,14449.7,0.41433,0.9938,0.07926,0.38927,0.85908,0.90287,0.93252,0.95842,0.94589,0.88676,0.91592,0.93633,0.78762,0.19614,0.75985,0.03775,0.42518,0.76151,0.00261049,0.00261049,0.00261049
318,14493.5,0.4131,0.97459,0.0774,0.38643,0.85759,0.90229,0.93302,0.95816,0.94601,0.8855,0.91645,0.93574,0.78801,0.19494,0.75898,0.03775,0.42791,0.76148,0.00260688,0.00260688,0.00260688
319,14537,0.41361,0.96964,0.07782,0.38907,0.85645,0.90176,0.93305,0.95803,0.94616,0.88672,0.91752,0.9361,0.78743,0.19461,0.75786,0.03771,0.42832,0.7613,0.00260328,0.00260328,0.00260328
320,14580.5,0.40978,0.97463,0.08031,0.38574,0.85607,0.90277,0.93112,0.9575,0.94525,0.88772,0.91459,0.93476,0.78615,0.19457,0.75997,0.03777,0.42924,0.76125,0.00259967,0.00259967,0.00259967
321,14624,0.41156,0.95644,0.07981,0.38368,0.85594,0.9061,0.92724,0.95688,0.94376,0.89346,0.91253,0.93664,0.78741,0.19462,0.75801,0.03773,0.43152,0.76121,0.00259606,0.00259606,0.00259606
322,14667.2,0.40925,0.96849,0.07801,0.38442,0.85599,0.90003,0.93197,0.95711,0.94405,0.89091,0.9126,0.93711,0.7875,0.19457,0.75793,0.03745,0.43166,0.76109,0.00259246,0.00259246,0.00259246
323,14712,0.40968,0.95897,0.07687,0.38565,0.85799,0.89597,0.93641,0.95751,0.94491,0.89199,0.91085,0.93743,0.78709,0.19455,0.75893,0.03757,0.42952,0.76115,0.00258885,0.00258885,0.00258885
324,14755.7,0.40923,0.99374,0.08105,0.37738,0.85737,0.897,0.93566,0.95778,0.94502,0.90553,0.89669,0.93651,0.7875,0.19449,0.76222,0.0377,0.43148,0.76125,0.00258524,0.00258524,0.00258524
325,14799,0.40286,0.95333,0.0767,0.38634,0.85179,0.89817,0.93413,0.95781,0.9453,0.90269,0.90117,0.9376,0.78797,0.19453,0.76319,0.03773,0.43053,0.76124,0.00258164,0.00258164,0.00258164
326,14842.5,0.4073,0.96358,0.07622,0.3789,0.85424,0.90475,0.92517,0.95776,0.94593,0.89142,0.91147,0.93779,0.78773,0.19447,0.76331,0.03776,0.43136,0.76119,0.00257803,0.00257803,0.00257803
327,14886.6,0.39541,0.96527,0.07743,0.38091,0.85179,0.90537,0.92717,0.95742,0.94574,0.8964,0.9102,0.93764,0.788,0.19422,0.76285,0.03799,0.43085,0.76121,0.00257442,0.00257442,0.00257442
328,14930,0.40772,0.95555,0.07729,0.3834,0.85778,0.90866,0.92608,0.95717,0.94516,0.89527,0.91245,0.93759,0.78847,0.19448,0.76015,0.03808,0.42804,0.76122,0.00257082,0.00257082,0.00257082
329,14973.3,0.41311,0.94758,0.07806,0.39021,0.85765,0.91201,0.91909,0.95767,0.94583,0.89357,0.9103,0.93632,0.78868,0.19465,0.75936,0.03792,0.42908,0.76127,0.00256721,0.00256721,0.00256721
330,15016.6,0.41456,0.95976,0.07693,0.38106,0.85572,0.90912,0.92307,0.95729,0.94526,0.89464,0.90843,0.936,0.78855,0.19436,0.75863,0.03797,0.42833,0.76127,0.0025636,0.0025636,0.0025636
331,15060.3,0.40332,0.95148,0.07679,0.37432,0.85939,0.90603,0.92658,0.95754,0.94583,0.89187,0.91275,0.93665,0.78945,0.1943,0.75837,0.03818,0.42892,0.76121,0.00255999,0.00255999,0.00255999
332,15104.4,0.40365,0.95489,0.07624,0.37557,0.85013,0.90227,0.93115,0.95787,0.94594,0.89518,0.90649,0.93433,0.7903,0.19394,0.75759,0.0381,0.4282,0.76113,0.00255639,0.00255639,0.00255639
333,15148.8,0.3947,0.93229,0.07651,0.37471,0.85283,0.91575,0.92199,0.95764,0.94565,0.89922,0.9054,0.93324,0.78981,0.19339,0.75769,0.03801,0.4281,0.76114,0.00255278,0.00255278,0.00255278
334,15192.6,0.4199,0.98373,0.07662,0.38984,0.85802,0.91701,0.91801,0.95776,0.94606,0.90203,0.90179,0.93461,0.78933,0.19359,0.75881,0.03809,0.42669,0.76123,0.00254917,0.00254917,0.00254917
335,15236.3,0.40951,0.98936,0.0738,0.38357,0.85622,0.91897,0.91793,0.95768,0.9462,0.90348,0.90193,0.93453,0.78943,0.19346,0.75827,0.03785,0.42511,0.76115,0.00254557,0.00254557,0.00254557
336,15280.1,0.40874,0.98962,0.07749,0.38119,0.85916,0.92028,0.91604,0.95798,0.94658,0.90567,0.90122,0.93667,0.79005,0.19307,0.75918,0.03793,0.42358,0.76104,0.00254196,0.00254196,0.00254196
337,15323.8,0.40627,0.95434,0.07791,0.38317,0.85699,0.91402,0.91698,0.95792,0.94631,0.90401,0.90109,0.93619,0.7902,0.19307,0.75776,0.03779,0.42561,0.76105,0.00253835,0.00253835,0.00253835
338,15367.1,0.40294,0.93232,0.07452,0.37769,0.85587,0.91333,0.91593,0.95776,0.9461,0.90194,0.90223,0.93728,0.7906,0.19317,0.757,0.03773,0.42659,0.76104,0.00253475,0.00253475,0.00253475
339,15411.6,0.41097,0.96728,0.07972,0.38537,0.85598,0.91545,0.91593,0.95753,0.94633,0.89686,0.90412,0.93727,0.79034,0.19219,0.75495,0.03776,0.42792,0.7609,0.00253114,0.00253114,0.00253114
340,15455.8,0.40324,0.94091,0.0753,0.37203,0.85582,0.91329,0.91593,0.95739,0.94623,0.90073,0.90112,0.93533,0.78996,0.19199,0.75529,0.03772,0.42852,0.76087,0.00252753,0.00252753,0.00252753
341,15499.5,0.40149,0.91897,0.0764,0.37734,0.85597,0.91461,0.9159,0.95728,0.94657,0.90009,0.90125,0.93562,0.78974,0.19146,0.7539,0.03771,0.42929,0.76081,0.00252393,0.00252393,0.00252393
342,15542.9,0.39356,0.92835,0.0754,0.3657,0.85254,0.91575,0.91665,0.95759,0.9467,0.90218,0.90269,0.93782,0.78989,0.19164,0.75293,0.03771,0.43076,0.76077,0.00252032,0.00252032,0.00252032
343,15586.6,0.39811,0.90807,0.07492,0.374,0.85485,0.9147,0.9164,0.957,0.94589,0.90111,0.90255,0.93802,0.7892,0.19141,0.75265,0.03755,0.43043,0.76085,0.00251671,0.00251671,0.00251671
344,15630,0.40993,0.94019,0.07704,0.38266,0.857,0.91286,0.91698,0.95697,0.94576,0.89902,0.90328,0.93829,0.78969,0.19114,0.75277,0.03766,0.4309,0.76066,0.0025131,0.0025131,0.0025131
345,15673.7,0.40962,0.95552,0.07615,0.37967,0.85977,0.91474,0.91698,0.95731,0.94631,0.89886,0.90129,0.93596,0.78992,0.19102,0.75244,0.03769,0.42883,0.76065,0.0025095,0.0025095,0.0025095
346,15717,0.40101,0.93661,0.07393,0.37381,0.85704,0.90687,0.92266,0.95746,0.94649,0.9021,0.90223,0.93865,0.79123,0.19098,0.75188,0.03764,0.42756,0.76067,0.00250589,0.00250589,0.00250589
347,15761.2,0.40279,0.92125,0.07576,0.37764,0.85603,0.9116,0.91792,0.95768,0.94663,0.90004,0.90422,0.93961,0.79057,0.1908,0.75184,0.03762,0.42636,0.76063,0.00250228,0.00250228,0.00250228
348,15804.4,0.40268,0.91061,0.07628,0.37896,0.85708,0.91222,0.91687,0.95778,0.94676,0.89961,0.90316,0.94062,0.79036,0.19074,0.75194,0.03762,0.42509,0.76054,0.00249868,0.00249868,0.00249868
349,15848.7,0.40198,0.94073,0.07579,0.37452,0.85543,0.91447,0.91776,0.95793,0.94676,0.90284,0.90277,0.94105,0.79161,0.19076,0.75193,0.03749,0.42338,0.76047,0.00249507,0.00249507,0.00249507
350,15892.2,0.40785,0.94627,0.07618,0.38039,0.85946,0.91354,0.91781,0.95744,0.94647,0.90017,0.90396,0.93973,0.79113,0.1904,0.75023,0.03747,0.42335,0.76051,0.00249146,0.00249146,0.00249146
351,15936.9,0.40658,0.95525,0.07323,0.37196,0.85501,0.91344,0.92056,0.95732,0.94655,0.89993,0.90686,0.94032,0.79101,0.19048,0.75207,0.03728,0.42355,0.76058,0.00248786,0.00248786,0.00248786
352,15982.3,0.40219,0.94038,0.07499,0.37588,0.85374,0.91364,0.92089,0.95729,0.94611,0.90013,0.90719,0.93977,0.789,0.19039,0.7518,0.03715,0.42453,0.76062,0.00248425,0.00248425,0.00248425
353,16026,0.39689,0.90262,0.07428,0.36735,0.85146,0.9167,0.92109,0.95703,0.9461,0.90324,0.90731,0.93942,0.78805,0.19046,0.75121,0.03706,0.42541,0.76062,0.00248064,0.00248064,0.00248064
354,16069.9,0.40483,0.9469,0.07566,0.37587,0.85384,0.91746,0.91959,0.95692,0.94572,0.9052,0.9046,0.93946,0.78843,0.19034,0.75125,0.03702,0.42688,0.76065,0.00247704,0.00247704,0.00247704
355,16113.3,0.40285,0.91841,0.07136,0.37361,0.85285,0.91776,0.91909,0.95633,0.94521,0.90547,0.90328,0.93855,0.78845,0.19023,0.75031,0.03698,0.42743,0.76066,0.00247343,0.00247343,0.00247343
356,16156.9,0.39371,0.91069,0.07513,0.36821,0.8522,0.91784,0.91756,0.95614,0.94517,0.90534,0.90328,0.93687,0.78879,0.19006,0.75008,0.03695,0.42834,0.76068,0.00246982,0.00246982,0.00246982
357,16201.1,0.39572,0.90685,0.07226,0.36661,0.85331,0.91784,0.91734,0.95507,0.94403,0.90426,0.90353,0.93559,0.78839,0.18974,0.74903,0.03679,0.42931,0.76055,0.00246621,0.00246621,0.00246621
358,16245,0.40703,0.92902,0.07652,0.37868,0.85739,0.91776,0.91791,0.9548,0.94352,0.90442,0.90407,0.93559,0.78917,0.18968,0.7472,0.0367,0.4303,0.76057,0.00246261,0.00246261,0.00246261
